fmi,enlace_inmueble
060-33247,https://www.activosporcolombia.com/es/inmueble/3225/edificacion-para-hotel-motel-en-gestion-cartagena-de-indias-bolivar
060-33251,https://www.activosporcolombia.com/es/inmueble/3232/edificacion-para-hotel-motel-en-gestion-cartagena-de-indias-bolivar
060-44786,https://www.activosporcolombia.com/es/inmueble/12563/casa-en-gestion-cartagena-de-indias-bolivar
060-64701,https://www.activosporcolombia.com/es/inmueble/11483/apartamento-en-gestion-cartagena-de-indias-bolivar
060-81688,https://www.activosporcolombia.com/es/inmueble/16860/apartamento-en-venta-cartagena-de-indias-bolivar
060-91280,https://www.activosporcolombia.com/es/inmueble/11593/casa-lote-en-gestion-cartagena-de-indias-bolivar
060-99031,https://www.activosporcolombia.com/es/inmueble/33310/garaje-en-gestion-cartagena-de-indias-bolivar
064-24669,https://www.activosporcolombia.com/es/inmueble/9288/casa-en-venta-magangue
064-28867,https://www.activosporcolombia.com/es/unidad-inmobiliaria/473/apartamento-en-gestion-magangue-bolivar
064-28868,https://www.activosporcolombia.com/es/unidad-inmobiliaria/473/apartamento-en-gestion-magangue-bolivar
064-3552,https://www.activosporcolombia.com/es/inmueble/17363/casa-en-venta-magangue
072-26107,https://www.activosporcolombia.com/es/inmueble/20328/lote-en-gestion-maripi-boyaca
072-32084,https://www.activosporcolombia.com/es/unidad-inmobiliaria/580/lote-en-gestion-maripi-boyaca
072-45015,https://www.activosporcolombia.com/es/inmueble/20489/lote-con-construccion-en-gestion-maripi-boyaca
072-45171,https://www.activosporcolombia.com/es/unidad-inmobiliaria/580/lote-en-gestion-maripi-boyaca
072-5897,https://www.activosporcolombia.com/es/unidad-inmobiliaria/580/lote-en-gestion-maripi-boyaca
079-1155,https://www.activosporcolombia.com/es/inmueble/15982/el-recreo
079-21365,https://www.activosporcolombia.com/es/unidad-inmobiliaria/682/santa-cecilia
079-2576,https://www.activosporcolombia.com/es/unidad-inmobiliaria/682/santa-cecilia
079-26788,https://www.activosporcolombia.com/es/inmueble/16009/las-mercedes
079-29163,https://www.activosporcolombia.com/es/unidad-inmobiliaria/682/santa-cecilia
079-29450,https://www.activosporcolombia.com/es/unidad-inmobiliaria/682/santa-cecilia
080-104479,https://www.activosporcolombia.com/es/unidad-inmobiliaria/586/apartamento-en-gestion-santa-marta-magdalena
080-122059,https://www.activosporcolombia.com/es/unidad-inmobiliaria/500/casa-en-gestion-santa-marta-magdalena
080-1624,https://www.activosporcolombia.com/es/inmueble/5402/edificacion-para-hotel-motel-en-venta-santa-marta-magdalena
080-23378,https://www.activosporcolombia.com/es/inmueble/13221/lote-en-gestion-santa-marta-magdalena
080-26084,https://www.activosporcolombia.com/es/unidad-inmobiliaria/657/apartamento-en-gestion-santa-marta-magdalena
080-26085,https://www.activosporcolombia.com/es/unidad-inmobiliaria/657/apartamento-en-gestion-santa-marta-magdalena
080-41849,https://www.activosporcolombia.com/es/unidad-inmobiliaria/585/casa-en-gestion-santa-marta-magdalena
080-41850,https://www.activosporcolombia.com/es/unidad-inmobiliaria/585/casa-en-gestion-santa-marta-magdalena
080-58289,https://www.activosporcolombia.com/es/unidad-inmobiliaria/634/apartamento-en-gestion-santa-marta-magdalena
080-61564,https://www.activosporcolombia.com/es/inmueble/28465/lote-ubicado-sobre-la-carretera-central-del-caribe-zona-industrial
080-68092,https://www.activosporcolombia.com/es/inmueble/88/local-comercial-en-arriendo-santa-marta-magdalena
080-68935,https://www.activosporcolombia.com/es/inmueble/26579/local-comercial-en-gestion-santa-marta-magdalena
080-74331,https://www.activosporcolombia.com/es/inmueble/22041/local-comercial-en-gestion-santa-marta-magdalena
100-11713,https://www.activosporcolombia.com/es/inmueble/16973/casa-en-venta-manizales
100-17480,https://www.activosporcolombia.com/es/inmueble/8042/lote-en-venta-chinchina-caldas
100-22365,https://www.activosporcolombia.com/es/inmueble/29559/lote-en-gestion-manizales-caldas
100-40421,https://www.activosporcolombia.com/es/inmueble/17274/casa-en-venta-manizales-caldas
100-9831,https://www.activosporcolombia.com/es/inmueble/17211/casa-en-venta-caldas-manizales
106-17827,https://www.activosporcolombia.com/es/inmueble/21078/casa-en-venta-la-dorada
106-5661,https://www.activosporcolombia.com/es/inmueble/16431/cl-14-4-48-52-44
114-16637,https://www.activosporcolombia.com/es/inmueble/25351/local-comercial-en-gestion-samana-caldas
114-16638,https://www.activosporcolombia.com/es/inmueble/25354/carrera-9-5-57-79-edificio-dona-celina-primera-planta-local-comercial-tres-2-c-9-01-15
114-16640,https://www.activosporcolombia.com/es/unidad-inmobiliaria/496/casa-en-gestion-samana-caldas
114-16641,https://www.activosporcolombia.com/es/unidad-inmobiliaria/496/casa-en-gestion-samana-caldas
114-16642,https://www.activosporcolombia.com/es/inmueble/25364/casa-en-gestion-samana-caldas
118-9771,https://www.activosporcolombia.com/es/inmueble/32468/casa-en-gestion-salamina-caldas
120-85183,https://www.activosporcolombia.com/es/inmueble/28469/casa-en-gestion-popayan-cauca
120-94196,https://www.activosporcolombia.com/es/inmueble/3422/casa-en-gestion-popayan-cauca
132-10915,https://www.activosporcolombia.com/es/inmueble/5492/local-comercial-en-gestion-santander-de-quilichao-cauca
132-15225,https://www.activosporcolombia.com/es/inmueble/17460/casa-en-gestion-santander-de-quilichao-cauca
132-37119,https://www.activosporcolombia.com/es/inmueble/21080/casa-en-gestion-santander-de-quilichao-cauca
132-38151,https://www.activosporcolombia.com/es/inmueble/20111/casa-en-gestion-santander-de-quilichao-cauca
132-38193,https://www.activosporcolombia.com/es/inmueble/20129/casa-en-gestion-santander-de-quilichao-cauca
132-6184,https://www.activosporcolombia.com/es/inmueble/22205/casa-lote-santander-de-qulichao
132-7621,https://www.activosporcolombia.com/es/inmueble/27858/casa-en-gestion-santander-de-quilichao-cauca
140-103759,https://www.activosporcolombia.com/es/inmueble/20582/cl-22-22-08
140-118933,https://www.activosporcolombia.com/es/unidad-inmobiliaria/489/apartamento-en-gestion-monteria-cordoba
140-118952,https://www.activosporcolombia.com/es/unidad-inmobiliaria/489/apartamento-en-gestion-monteria-cordoba
140-158976,https://www.activosporcolombia.com/es/inmueble/4228/cl-42-1-d-36-lc-1-el-mantial
140-1647,https://www.activosporcolombia.com/es/inmueble/14223/casa-en-gestion-monteria-cordoba
140-35039,https://www.activosporcolombia.com/es/inmueble/26778/apartamento-en-gestion-monteria-cordoba
140-51460,https://www.activosporcolombia.com/es/inmueble/12753/casa-en-venta-monteria
140-56047,https://www.activosporcolombia.com/es/inmueble/12766/lote-en-gestion-monteria-cordoba
140-61746,https://www.activosporcolombia.com/es/inmueble/13866/casa-en-gestion-monteria-cordoba
140-68016,https://www.activosporcolombia.com/es/inmueble/16615/manzana-1-lote-18
140-80317,https://www.activosporcolombia.com/es/inmueble/14035/finca-en-gestion-monteria-cordoba
148-19742,https://www.activosporcolombia.com/es/inmueble/27485/finca-en-venta-sahagun
156-47585,https://www.activosporcolombia.com/es/inmueble/5457/casa-en-gestion-facatativa-cundinamarca
156-65934,https://www.activosporcolombia.com/es/inmueble/17160/lote-en-gestion-sasaima-cundinamarca
156-9221,https://www.activosporcolombia.com/es/inmueble/16120/finca-en-gestion-sasaima-cundinamarca
157-31000,https://www.activosporcolombia.com/es/inmueble/15458/lote-en-gestion-fusagasuga-cundinamarca
157-35368,https://www.activosporcolombia.com/es/inmueble/18942/lote-en-gestion-fusagasuga-cundinamarca
157-37936,https://www.activosporcolombia.com/es/unidad-inmobiliaria/664/lote-en-gestion-fusagasuga-cundinamarca
157-42454,https://www.activosporcolombia.com/es/inmueble/30752/lc-102-cc-avenida-las-palmas-av-las-palmas-8-05
157-42457,https://www.activosporcolombia.com/es/inmueble/33596/lc-05-cr-8-8-10-ed-centro-comercial
157-42458,https://www.activosporcolombia.com/es/inmueble/33604/lc-6-ed-cc-av-av-las-palmas-cr-8
157-42460,https://www.activosporcolombia.com/es/inmueble/30866/cc-av-cr-8-av-las-palmas-lc-201
157-46843,https://www.activosporcolombia.com/es/unidad-inmobiliaria/660/lote-en-gestion-fusagasuga-cundinamarca
157-47544,https://www.activosporcolombia.com/es/inmueble/21677/finca-en-venta-fusagasuga
157-50452,https://www.activosporcolombia.com/es/unidad-inmobiliaria/912/unidad-inmobiliaria-515190
157-50453,https://www.activosporcolombia.com/es/unidad-inmobiliaria/912/unidad-inmobiliaria-515190
157-54291,https://www.activosporcolombia.com/es/inmueble/8628/lote-en-gestion-fusagasuga-cundinamarca
157-67351,https://www.activosporcolombia.com/es/inmueble/11614/lote-en-gestion-arbelaez-cundinamarca
157-9244,https://www.activosporcolombia.com/es/inmueble/30849/cs-lt-cr-7-7-26-fusagasuga
166-12561,https://www.activosporcolombia.com/es/inmueble/19062/casa-en-gestion-la-mesa-cundinamarca
166-3218,https://www.activosporcolombia.com/es/inmueble/21774/casa-en-venta-el-colegio
166-53257,https://www.activosporcolombia.com/es/inmueble/35922/casa-lote-en-gestion-anapoima-cundinamarca
176-103813,https://www.activosporcolombia.com/es/inmueble/23080/casa-en-gestion-sopo-cundinamarca
176-119728,https://www.activosporcolombia.com/es/inmueble/13659/lt-1
176-119729,https://www.activosporcolombia.com/es/inmueble/13673/lt-2
176-119730,https://www.activosporcolombia.com/es/inmueble/13691/lt-3
176-119731,https://www.activosporcolombia.com/es/inmueble/13710/lt-4
176-119732,https://www.activosporcolombia.com/es/inmueble/13731/lt-area-de-reserva-para-vi-de-acceso
176-62251,https://www.activosporcolombia.com/es/inmueble/638/lote-en-venta-sopo-cundinamarca
190-85028,https://www.activosporcolombia.com/es/inmueble/15731/casa-en-gestion-valledupar-cesar
192-24513,https://www.activosporcolombia.com/es/inmueble/26283/casa-lote-en-gestion-pelaya-cesar
200-100281,https://www.activosporcolombia.com/es/inmueble/194/casa-en-venta-neiva
200-161345,https://www.activosporcolombia.com/es/inmueble/195/casa-en-venta-neiva
200-163929,https://www.activosporcolombia.com/es/inmueble/463/avaluo-en-gestion-neiva-huila
200-180041,https://www.activosporcolombia.com/es/inmueble/37879/casa-en-venta-neiva-huila
200-180080,https://www.activosporcolombia.com/es/inmueble/356/casa-en-venta-neiva-huila
200-194800,https://www.activosporcolombia.com/es/inmueble/214/lote-en-venta-neiva-huila
200-20418,https://www.activosporcolombia.com/es/inmueble/21762/local-comercial-en-gestion-neiva-huila
200-213518,https://www.activosporcolombia.com/es/inmueble/462/avaluo-en-gestion-neiva-huila
200-44050,https://www.activosporcolombia.com/es/inmueble/5932/lote-en-venta-neiva
200-70648,https://www.activosporcolombia.com/es/inmueble/17358/bodega-en-venta-neiva
206-56088,https://www.activosporcolombia.com/es/inmueble/33952/lote-en-gestion-pitalito-huila
210-11051,https://www.activosporcolombia.com/es/inmueble/36494/casa-en-gestion-riohacha-la-guajira
210-32084,https://www.activosporcolombia.com/es/inmueble/8116/casa-en-gestion-riohacha-la-guajira
210-42954,https://www.activosporcolombia.com/es/unidad-inmobiliaria/609/casa-en-gestion-riohacha-la-guajira
210-42989,https://www.activosporcolombia.com/es/unidad-inmobiliaria/609/casa-en-gestion-riohacha-la-guajira
210-7695,https://www.activosporcolombia.com/es/inmueble/7770/lote-con-construccion-en-gestion-riohacha-la-guajira
230-111965,https://www.activosporcolombia.com/es/inmueble/14341/casa-recreo-en-gestion-villavicencio-meta
230-111966,https://www.activosporcolombia.com/es/inmueble/14349/lote-en-venta-villavicencio
230-12289,https://www.activosporcolombia.com/es/inmueble/12063/kr-39-25-90
230-135751,https://www.activosporcolombia.com/es/inmueble/25601/local-comercial-en-gestion-villavicencio-meta
230-149897,https://www.activosporcolombia.com/es/inmueble/822/cl-5-sur-26-26-cs-9-multifamiliar-baja-altura-4
230-156065,https://www.activosporcolombia.com/es/inmueble/29637/casa-en-gestion-villavicencio-meta
230-16131,https://www.activosporcolombia.com/es/inmueble/10042/kr-39-7-d-17-19-21-mz-52-cs-17
230-18020,https://www.activosporcolombia.com/es/inmueble/29/casa-en-venta-villavicencio-meta
230-210944,https://www.activosporcolombia.com/es/inmueble/3906/lote-en-gestion-restrepo-meta
230-210950,https://www.activosporcolombia.com/es/inmueble/3952/lote-en-gestion-restrepo-meta
230-210951,https://www.activosporcolombia.com/es/inmueble/3964/lote-en-gestion-restrepo-meta
230-210952,https://www.activosporcolombia.com/es/inmueble/3988/lote-en-gestion-restrepo-meta
230-210955,https://www.activosporcolombia.com/es/inmueble/4008/lote-en-gestion-restrepo-meta
230-210956,https://www.activosporcolombia.com/es/inmueble/4029/lote-en-gestion-restrepo-meta
230-21819,https://www.activosporcolombia.com/es/inmueble/40/parqueadero-en-venta-en-villavivencio-meta
230-55183,https://www.activosporcolombia.com/es/inmueble/21281/kr-41-51-107-sur
230-60406,https://www.activosporcolombia.com/es/inmueble/24138/local-comercial-en-gestion-villavicencio-meta
230-6333,https://www.activosporcolombia.com/es/inmueble/543/casa-recreo-en-venta-villavicencio
230-63380,https://www.activosporcolombia.com/es/unidad-inmobiliaria/819/lote-en-gestion-villavicencio-meta
230-63381,https://www.activosporcolombia.com/es/unidad-inmobiliaria/819/lote-en-gestion-villavicencio-meta
230-65626,https://www.activosporcolombia.com/es/inmueble/11195/lc-c-lt-3-ps-5-cl-37-a-19-b-97
230-68036,https://www.activosporcolombia.com/es/inmueble/33583/apartamento-en-venta-villavicencio
230-85728,https://www.activosporcolombia.com/es/inmueble/28/lote-en-venta-villavicencio-meta
230-86630,https://www.activosporcolombia.com/es/inmueble/472/casa-en-venta-villavicencio
230-92709,https://www.activosporcolombia.com/es/inmueble/32066/lote-en-gestion-villavicencio-meta
232-10132,https://www.activosporcolombia.com/es/inmueble/11209/finca-en-gestion-acacias-meta
232-10958,https://www.activosporcolombia.com/es/inmueble/6150/casa-en-gestion-acacias-meta
232-17266,https://www.activosporcolombia.com/es/inmueble/10699/finca-en-gestion-guamal-meta
232-32964,https://www.activosporcolombia.com/es/unidad-inmobiliaria/93/lote-en-venta-guamal-meta
232-38326,https://www.activosporcolombia.com/es/unidad-inmobiliaria/93/lote-en-venta-guamal-meta
232-38327,https://www.activosporcolombia.com/es/unidad-inmobiliaria/93/lote-en-venta-guamal-meta
232-6278,https://www.activosporcolombia.com/es/inmueble/25589/casa-en-venta-acacias
236-9986,https://www.activosporcolombia.com/es/inmueble/32948/local-comercial-en-gestion-granada-meta
240-104375,https://www.activosporcolombia.com/es/inmueble/3015/edificio-en-gestion-pasto-narino
240-193460,https://www.activosporcolombia.com/es/inmueble/4338/casa-en-gestion-pasto-narino
240-61215,https://www.activosporcolombia.com/es/inmueble/36073/casa-en-gestion-pasto-narino
240-93196,https://www.activosporcolombia.com/es/inmueble/6933/edificio-en-venta-pasto
244-42100,https://www.activosporcolombia.com/es/inmueble/181/casa-en-venta-ipiales
244-43977,https://www.activosporcolombia.com/es/inmueble/180/casa-en-venta-ipiales-narino
244-82073,https://www.activosporcolombia.com/es/inmueble/539/parqueadero-comercial-en-venta-ipiales
244-96759,https://www.activosporcolombia.com/es/inmueble/212/lote-con-construccion-en-venta-ipiales
260-116327,https://www.activosporcolombia.com/es/inmueble/11772/local-comercial-en-venta-cucuta
260-146489,https://www.activosporcolombia.com/es/inmueble/16075/casa-en-gestion-san-jose-de-cucuta-norte-de-santander
260-15131,https://www.activosporcolombia.com/es/unidad-inmobiliaria/811/lote-en-gestion-san-jose-de-cucuta-norte-de-santander
260-175061,https://www.activosporcolombia.com/es/inmueble/32400/cl-41-4-08-mz-7-lt-1-ur-trigal
260-175062,https://www.activosporcolombia.com/es/inmueble/32405/cl-41-414-cs-2-mz-07-cj-residencial-el-trigal-del
260-191899,https://www.activosporcolombia.com/es/inmueble/18317/casa-en-venta-cucuta
260-247151,https://www.activosporcolombia.com/es/inmueble/12331/casa-en-venta-cucuta
260-247393,https://www.activosporcolombia.com/es/inmueble/14467/casa-en-venta-cucuta
260-257249,https://www.activosporcolombia.com/es/inmueble/12333/casa-en-venta-cucuta
260-277232,https://www.activosporcolombia.com/es/inmueble/32426/av-variante-la-floresta-6-57-cs-17
270-14325,https://www.activosporcolombia.com/es/inmueble/20480/local-comercial-en-gestion-ocana-norte-de-santander
270-50197,https://www.activosporcolombia.com/es/inmueble/30076/calle-11-esquina-cra-13-suite-residencial-201-edificio-mixto-azul
280-162187,https://www.activosporcolombia.com/es/inmueble/11629/casa-6-calle-19-norte-no-10-41-manzana-i
280-166884,https://www.activosporcolombia.com/es/inmueble/7520/cr-19-21n-48
280-2083,https://www.activosporcolombia.com/es/inmueble/22491/casa-en-venta-armenia
280-2861,https://www.activosporcolombia.com/es/inmueble/17109/ap-301-ed-la-pola-armenia-cr-15-22-43
280-35672,https://www.activosporcolombia.com/es/inmueble/17119/casa-en-gestion-armenia-quindio
280-59558,https://www.activosporcolombia.com/es/inmueble/22612/casa-en-venta-armenia
280-79690,https://www.activosporcolombia.com/es/inmueble/25279/cl-23-kr-17-18
280-79691,https://www.activosporcolombia.com/es/inmueble/25275/kr-18-22-49-57
290-108545,https://www.activosporcolombia.com/es/inmueble/18605/mz-12-cs-5-br-perla-del-sur-cuba
290-116360,https://www.activosporcolombia.com/es/unidad-inmobiliaria/492/casa-en-gestion-pereira-risaralda
290-116361,https://www.activosporcolombia.com/es/unidad-inmobiliaria/492/casa-en-gestion-pereira-risaralda
290-116406,https://www.activosporcolombia.com/es/unidad-inmobiliaria/492/casa-en-gestion-pereira-risaralda
290-120642,https://www.activosporcolombia.com/es/inmueble/14103/local-comercial-en-venta-la-virginia
290-136701,https://www.activosporcolombia.com/es/inmueble/5097/lt-sec-la-cristalina-vda-alcatracia
290-143529,https://www.activosporcolombia.com/es/inmueble/14510/casa-en-gestion-pereira-risaralda
290-152826,https://www.activosporcolombia.com/es/inmueble/25208/casa-en-gestion-pereira-risaralda
290-154837,https://www.activosporcolombia.com/es/inmueble/25443/lote-en-venta-pereira-risaralda
290-170186,https://www.activosporcolombia.com/es/inmueble/22108/casa-en-gestion-pereira-risaralda
290-26715,https://www.activosporcolombia.com/es/inmueble/36148/lote-en-gestion-pereira-risaralda
290-30258,https://www.activosporcolombia.com/es/inmueble/31844/casa-en-gestion-pereira-risaralda
290-32958,https://www.activosporcolombia.com/es/inmueble/18626/kr-34-a-71-12-barrio-los-sauces
290-45559,https://www.activosporcolombia.com/es/inmueble/24039/local-comercial-en-gestion-pereira-risaralda
290-75236,https://www.activosporcolombia.com/es/inmueble/12124/cl-98-b-15-a-05-lt-1c-mz-c-ur-belmonte
290-94886,https://www.activosporcolombia.com/es/unidad-inmobiliaria/366/apartamento-en-venta-pereira
294-143,https://www.activosporcolombia.com/es/unidad-inmobiliaria/624/apartamento-en-gestion-dosquebradas-risaralda
294-148,https://www.activosporcolombia.com/es/unidad-inmobiliaria/624/apartamento-en-gestion-dosquebradas-risaralda
294-18399,https://www.activosporcolombia.com/es/inmueble/5705/lote-en-gestion-dosquebradas-risaralda
294-38487,https://www.activosporcolombia.com/es/inmueble/16678/casa-en-venta-dosquebradas
294-55985,https://www.activosporcolombia.com/es/inmueble/25800/casa-en-venta-dosquebradas
294-74418,https://www.activosporcolombia.com/es/inmueble/19573/tv-21-18-180-ap-202-to-3-ul-senderos-de-la-pradera
294-74652,https://www.activosporcolombia.com/es/inmueble/19581/tv-21-18-180-ga-94-to-3-ul-residencial-senderos-de-la-pradera
296-19016,https://www.activosporcolombia.com/es/inmueble/26313/casa-en-gestion-santa-rosa-de-cabal-risaralda
296-40503,https://www.activosporcolombia.com/es/inmueble/17221/casa-lote-en-gestion-santa-rosa-de-cabal-risaralda
296-4303,https://www.activosporcolombia.com/es/inmueble/16398/lote-en-gestion-santa-rosa-de-cabal-risaralda
300-153881,https://www.activosporcolombia.com/es/inmueble/14153/finca-en-gestion-matanza-santander
300-155841,https://www.activosporcolombia.com/es/inmueble/11685/local-comercial-en-venta-bucaramanga
300-199296,https://www.activosporcolombia.com/es/inmueble/9742/apartamento-en-venta-bucaramanga
300-206492,https://www.activosporcolombia.com/es/inmueble/8259/casa-lote-en-venta-bucaramanga
300-216088,https://www.activosporcolombia.com/es/inmueble/32388/garaje-en-gestion-bucaramanga-santander
300-234358,https://www.activosporcolombia.com/es/inmueble/34480/bodega-en-gestion-bucaramanga-santander
300-287777,https://www.activosporcolombia.com/es/inmueble/13224/parqueadero-comercial-en-gestion-bucaramanga-santander
300-39854,https://www.activosporcolombia.com/es/inmueble/13690/local-comercial-en-gestion-bucaramanga-santander
300-52646,https://www.activosporcolombia.com/es/inmueble/7227/casa-en-gestion-bucaramanga-santander
307-1732,https://www.activosporcolombia.com/es/inmueble/29539/0
307-1872,https://www.activosporcolombia.com/es/inmueble/29555/lote-3
307-1874,https://www.activosporcolombia.com/es/inmueble/29572/lote-1-b
307-41852,https://www.activosporcolombia.com/es/inmueble/31909/casa-en-gestion-ricaurte-cundinamarca
307-4622,https://www.activosporcolombia.com/es/inmueble/29606/lote-el-danubio
307-4623,https://www.activosporcolombia.com/es/inmueble/29626/lote-el-danubio
307-5960,https://www.activosporcolombia.com/es/inmueble/32554/condominio-campestre-el-penon-sc-1-cs-200
307-6075,https://www.activosporcolombia.com/es/inmueble/28575/condominio-campestre-el-penon-segundo-sector-lt-85
307-6079,https://www.activosporcolombia.com/es/inmueble/37517/casa-en-venta-girardot
307-62070,https://www.activosporcolombia.com/es/inmueble/19342/lote-en-gestion-tocaima-cundinamarca
312-4604,https://www.activosporcolombia.com/es/inmueble/23207/casa-en-venta-malaga
312-9669,https://www.activosporcolombia.com/es/inmueble/21168/casa-en-gestion-malaga-santander
314-11794,https://www.activosporcolombia.com/es/inmueble/8920/cl-1-n-b-16-03
314-12925,https://www.activosporcolombia.com/es/inmueble/8168/casa-en-venta-piedecuesta
314-14687,https://www.activosporcolombia.com/es/inmueble/17884/casa-en-venta-piedecuesta
314-25427,https://www.activosporcolombia.com/es/inmueble/3369/casa-en-venta-piedecuesta-santander
321-240,https://www.activosporcolombia.com/es/inmueble/6639/finca-en-gestion-simacota-santander
321-25061,https://www.activosporcolombia.com/es/inmueble/6652/finca-en-gestion-simacota-santander
321-31507,https://www.activosporcolombia.com/es/inmueble/6644/finca-en-gestion-simacota-santander
324-22722,https://www.activosporcolombia.com/es/inmueble/13548/finca-en-gestion-cimitarra-santander
324-27344,https://www.activosporcolombia.com/es/unidad-inmobiliaria/760/finca-en-venta-cimitarra
324-27427,https://www.activosporcolombia.com/es/unidad-inmobiliaria/760/finca-en-venta-cimitarra
324-39335,https://www.activosporcolombia.com/es/inmueble/11178/lote-en-gestion-cimitarra-santander
324-60506,https://www.activosporcolombia.com/es/inmueble/29913/finca-en-gestion-cimitarra-santander
340-108177,https://www.activosporcolombia.com/es/unidad-inmobiliaria/602/apartamento-en-gestion-santiago-de-tolu-sucre
340-108198,https://www.activosporcolombia.com/es/unidad-inmobiliaria/602/apartamento-en-gestion-santiago-de-tolu-sucre
340-5175,https://www.activosporcolombia.com/es/inmueble/35843/casa-recreo-en-gestion-santiago-de-tolu-sucre
340-58117,https://www.activosporcolombia.com/es/inmueble/14069/casa-recreo-en-gestion-sincelejo-sucre
340-66825,https://www.activosporcolombia.com/es/inmueble/10040/lote-en-gestion-sincelejo-sucre
350-112074,https://www.activosporcolombia.com/es/inmueble/34178/casa-en-gestion-ibague-tolima
350-135487,https://www.activosporcolombia.com/es/inmueble/31315/cr-10-61-19-cs-43
350-185245,https://www.activosporcolombia.com/es/inmueble/193/casa-en-venta-ibague-tolima
350-185254,https://www.activosporcolombia.com/es/inmueble/25996/casa-en-gestion-ibague-tolima
350-185841,https://www.activosporcolombia.com/es/inmueble/11722/cl-77-14-80-kr-14-8121-conjunto-portal-del-vergel-club-house-y-condominio-casa-lote-b-058
350-185881,https://www.activosporcolombia.com/es/inmueble/11717/cl-77-14-80-kr-14-81-21-cj-portal-del-vergel-club-house-y-condominio-gj-066
350-189971,https://www.activosporcolombia.com/es/inmueble/23796/lote-en-gestion-ibague-tolima
350-20473,https://www.activosporcolombia.com/es/inmueble/10705/casa-en-gestion-ibague-tolima
350-71876,https://www.activosporcolombia.com/es/inmueble/35102/casa-en-gestion-ibague-tolima
350-71911,https://www.activosporcolombia.com/es/inmueble/35094/cs-4-urbanizacion-camino-de-vergel
350-8604,https://www.activosporcolombia.com/es/inmueble/506/avaluo-en-gestion-ibague-tolima
357-38515,https://www.activosporcolombia.com/es/inmueble/19266/casa-en-gestion-espinal-tolima
370-106783,https://www.activosporcolombia.com/es/inmueble/25933/local-comercial-en-gestion-cali-valle-del-cauca
370-111041,https://www.activosporcolombia.com/es/inmueble/26538/casa-en-gestion-santiago-de-cali-valle-del-cauca
370-111496,https://www.activosporcolombia.com/es/inmueble/31905/cr-4-2a-71-pa-72-tr-estelar
370-111497,https://www.activosporcolombia.com/es/inmueble/31911/cr-4-2-a-71-ed-miravalle-tr-estelar
370-111524,https://www.activosporcolombia.com/es/inmueble/31915/ap-1101-cr-4-2a-71-115
370-11756,https://www.activosporcolombia.com/es/inmueble/20204/casa-en-gestion-cali-valle-del-cauca
370-119995,https://www.activosporcolombia.com/es/inmueble/11429/casa-en-gestion-cali-valle-del-cauca
370-120561,https://www.activosporcolombia.com/es/inmueble/5836/casa-en-gestion-cali-valle-del-cauca
370-124423,https://www.activosporcolombia.com/es/inmueble/3139/local-en-venta-cali-valle-del-cauca
370-124424,https://www.activosporcolombia.com/es/inmueble/2732/local-comercial-en-venta-cali-valle-del-cauca
370-124425,https://www.activosporcolombia.com/es/inmueble/3107/oficina-en-venta-cali-valle-del-cauca
370-124426,https://www.activosporcolombia.com/es/inmueble/3113/local-comercial-en-venta-cali-valle-del-cauca
370-124427,https://www.activosporcolombia.com/es/inmueble/3121/local-comercial-en-venta-cali-valle-del-cauca
370-124428,https://www.activosporcolombia.com/es/inmueble/3145/local-comercial-en-venta-cali-valle-del-cauca
370-124429,https://www.activosporcolombia.com/es/inmueble/2736/local-comercial-en-venta-cali-valle-del-cauca
370-124430,https://www.activosporcolombia.com/es/inmueble/3930/local-comercial-en-venta-cali-valle-del-cauca
370-124431,https://www.activosporcolombia.com/es/inmueble/3151/local-comercial-en-venta-cali
370-124432,https://www.activosporcolombia.com/es/inmueble/3157/local-comercial-en-venta-cali-valle-del-cauca
370-124433,https://www.activosporcolombia.com/es/inmueble/3936/local-comercial-en-venta-cali-valle-del-cauca
370-124434,https://www.activosporcolombia.com/es/inmueble/3127/local-comercial-en-venta-cali-valle-del-cauca
370-124867,https://www.activosporcolombia.com/es/unidad-inmobiliaria/152/apartamento-en-gestion-cali-valle-del-cauca
370-140568,https://www.activosporcolombia.com/es/unidad-inmobiliaria/629/lote-en-gestion-jamundi-valle-del-cauca
370-15063,https://www.activosporcolombia.com/es/inmueble/33461/casa-en-venta-cali
370-16487,https://www.activosporcolombia.com/es/inmueble/22515/cs-cr-62-9-219-urb-niza
370-169421,https://www.activosporcolombia.com/es/inmueble/26459/cl-47-47a-cr-50-49a-mz-c-cs-17
370-18094,https://www.activosporcolombia.com/es/inmueble/18274/mz-l-del-br-ciudad-jardin-2-et
370-211323,https://www.activosporcolombia.com/es/inmueble/36262/casa-en-venta-cali
370-211552,https://www.activosporcolombia.com/es/inmueble/27943/casa-en-gestion-cali-valle-del-cauca
370-216973,https://www.activosporcolombia.com/es/inmueble/31973/casa-en-gestion-cali-valle-del-cauca
370-224792,https://www.activosporcolombia.com/es/inmueble/15932/finca-en-gestion-cali-valle-del-cauca
370-262717,https://www.activosporcolombia.com/es/inmueble/7161/fi-el-esfuerzo-cgto-el-hormiguero
370-285211,https://www.activosporcolombia.com/es/inmueble/18365/finca-en-gestion-cali-valle-del-cauca
370-290072,https://www.activosporcolombia.com/es/inmueble/26883/casa-en-gestion-cali-valle-del-cauca
370-312197,https://www.activosporcolombia.com/es/inmueble/34717/casa-en-venta-cali
