fmi,estado,enlace
001-1020192,no_publicado,
001-1020193,no_publicado,
001-1020204,no_publicado,
001-1020205,no_publicado,
001-1020206,no_publicado,
001-1020207,no_publicado,
001-1020208,no_publicado,
001-1020209,no_publicado,
001-1020210,no_publicado,
001-1020211,no_publicado,
001-1020214,no_publicado,
001-1020231,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/907/apartamento-en-gestion-medellin-antioquia
001-1020261,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/907/apartamento-en-gestion-medellin-antioquia
001-1020276,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/907/apartamento-en-gestion-medellin-antioquia
001-1027103,encontrado,https://www.activosporcolombia.com/es/inmueble/35386/apartamento-en-venta-envigado-antioquia
001-1028192,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/908/apartamento-en-gestion-medellin-antioquia
001-1040449,no_publicado,
001-1041891,no_publicado,
001-1041892,no_publicado,
001-1041893,no_publicado,
001-1041894,no_publicado,
001-1041895,no_publicado,
001-1063892,no_publicado,
001-1084486,no_publicado,
001-1063893,no_publicado,
001-1052389,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/138/apartamento-y-garaje-en-venta-medellin-antioquia
001-1092495,no_publicado,
001-1064589,encontrado,https://www.activosporcolombia.com/es/inmueble/26307/siute-en-venta-medellin-antioquia
001-1086127,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/90/apartamento-con-garaje-y-deposito-en-venta-medellin-antioquia
001-1077751,encontrado,https://www.activosporcolombia.com/es/inmueble/33316/apartamento-en-venta-medellin-antioquia
001-1052449,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/908/apartamento-en-gestion-medellin-antioquia
001-1086308,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/90/apartamento-con-garaje-y-deposito-en-venta-medellin-antioquia
001-1086507,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/90/apartamento-con-garaje-y-deposito-en-venta-medellin-antioquia
001-1101670,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/138/apartamento-y-garaje-en-venta-medellin-antioquia
001-1117318,no_publicado,
001-1117682,no_publicado,
001-1117301,no_publicado,
001-1117668,no_publicado,
001-1117817,no_publicado,
001-1117806,no_publicado,
001-1107815,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/483/apartamento-en-gestion-medellin-antioquia
001-1108091,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/478/apartamento-en-venta-medellin
001-113550,no_publicado,
001-11370,no_publicado,
001-11392,no_publicado,
001-1128810,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/478/apartamento-en-venta-medellin
001-1128617,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/483/apartamento-en-gestion-medellin-antioquia
001-1160626,encontrado,https://www.activosporcolombia.com/es/inmueble/28292/kr-76-41-31-ap-201-ed-laurel-real
001-1121210,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/354/apartamento-en-venta-medellin
001-1179269,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/867/apartamento-en-gestion-medellin-antioquia
001-1167532,encontrado,https://www.activosporcolombia.com/es/inmueble/2635/casa-en-gestion-envigado-antioquia
001-1165695,encontrado,https://www.activosporcolombia.com/es/inmueble/467/avaluo-en-gestion-medellin-antioquia
001-1211714,no_publicado,
001-1204710,no_publicado,
001-1211727,no_publicado,
001-1179351,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/867/apartamento-en-gestion-medellin-antioquia
001-1211761,no_publicado,
001-121581,no_publicado,
001-123333,no_publicado,
001-1237827,no_publicado,
001-1223271,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/475/apartamento-en-gestion-medellin-antioquia
001-1223353,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/475/apartamento-en-gestion-medellin-antioquia
001-1237804,no_publicado,
001-1204602,encontrado,https://www.activosporcolombia.com/es/inmueble/23046/kr-84-f-3d-150-ap-1226-co-aviva-ph
001-1223375,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/475/apartamento-en-gestion-medellin-antioquia
001-1238130,no_publicado,
001-1238138,no_publicado,
001-1256128,no_publicado,
001-1256129,no_publicado,
001-1256132,no_publicado,
001-1256133,no_publicado,
001-1256134,no_publicado,
001-1256140,no_publicado,
001-1256144,no_publicado,
001-1256130,no_publicado,
001-1289574,no_publicado,
001-1289658,no_publicado,
001-1289700,no_publicado,
001-1303559,no_publicado,
001-1262774,encontrado,https://www.activosporcolombia.com/es/inmueble/13965/km-15-vi-las-palmas-cs-3-co-lemont-1
001-1303639,no_publicado,
001-1303558,no_publicado,
001-1305042,no_publicado,
001-1303560,no_publicado,
001-1297200,encontrado,https://www.activosporcolombia.com/es/inmueble/35047/bodega-en-venta-medellin
001-1305394,no_publicado,
001-1305610,no_publicado,
001-1333906,no_publicado,
001-1361373,no_publicado,
001-1367772,no_publicado,
001-1361378,no_publicado,
001-1363387,no_publicado,
001-135890,encontrado,https://www.activosporcolombia.com/es/inmueble/8059/casa-en-venta-medellin
001-14007,no_publicado,
001-138882,encontrado,https://www.activosporcolombia.com/es/inmueble/16951/edificio-en-gestion-medellin-antioquia
001-139288,encontrado,https://www.activosporcolombia.com/es/inmueble/24655/kr-42-16-b-sur-50-lt-6-mz-d
001-151877,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/326/apartamento-en-gestion-medellin-antioquia
001-199520,no_publicado,
001-191641,no_publicado,
001-156530,encontrado,https://www.activosporcolombia.com/es/inmueble/3854/casa-en-gestion-medellin-antioquia
001-197443,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/19/hotelmotel-en-venta-la-estrella-antioquia
001-173446,encontrado,https://www.activosporcolombia.com/es/inmueble/26199/casa-en-venta-medellin
001-203723,no_publicado,
001-204298,encontrado,https://www.activosporcolombia.com/es/inmueble/19953/casa-lote-en-venta-medellin-antioquia
001-210246,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/868/apartamento-en-gestion-medellin-antioquia
001-204535,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/916/unidad-inmobiliaria-492065
001-210231,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/868/apartamento-en-gestion-medellin-antioquia
001-207355,encontrado,https://www.activosporcolombia.com/es/inmueble/21685/kr-10-19-sur-120-cs-136
001-291197,no_publicado,
001-274898,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/394/garaje-en-gestion-medellin-antioquia
001-274897,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/394/garaje-en-gestion-medellin-antioquia
001-232068,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/129/lotes-con-construccion-en-venta-medellin
001-338324,no_publicado,
001-310002,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/19/hotelmotel-en-venta-la-estrella-antioquia
001-312818,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/398/apartamento-en-venta-medellin
001-312839,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/398/apartamento-en-venta-medellin
001-312860,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/398/apartamento-en-venta-medellin
001-312848,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/398/apartamento-en-venta-medellin
001-312837,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/398/apartamento-en-venta-medellin
001-311332,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/584/local-comercial-en-gestion-medellin-antioquia
001-338535,encontrado,https://www.activosporcolombia.com/es/inmueble/5522/local-comercial-en-venta-medellin
001-361621,no_publicado,
001-36672,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/685/apartamento-en-gestion-medellin-antioquia
001-349637,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/678/edificio-en-gestion-itagui-antioquia
001-389120,encontrado,https://www.activosporcolombia.com/es/inmueble/21585/casa-en-gestion-medellin-antioquia
001-342205,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/19/hotelmotel-en-venta-la-estrella-antioquia
001-349611,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/678/edificio-en-gestion-itagui-antioquia
001-406154,encontrado,https://www.activosporcolombia.com/es/inmueble/5464/casa-en-gestion-medellin-antioquia
001-379392,encontrado,https://www.activosporcolombia.com/es/inmueble/26209/casa-en-venta-medellin
001-410364,encontrado,https://www.activosporcolombia.com/es/inmueble/32277/local-comercial-en-gestion-medellin-antioquia
001-420150,no_publicado,
001-420152,no_publicado,
001-41966,encontrado,https://www.activosporcolombia.com/es/inmueble/21208/garaje-en-gestion-medellin-antioquia
001-45211,encontrado,https://www.activosporcolombia.com/es/inmueble/1272/edificacion-para-hotel-motel-en-gestion-medellin-antioquia
001-439870,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/320/oficina-y-garaje-en-venta-medellin
001-428374,encontrado,https://www.activosporcolombia.com/es/inmueble/26271/casa-en-gestion-medellin-antioquia
001-469617,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/590/local-comercial-en-gestion-medellin-antioquia
001-47583,encontrado,https://www.activosporcolombia.com/es/inmueble/28808/local-comercial-en-venta-medellin-antioquia
001-469618,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/590/local-comercial-en-gestion-medellin-antioquia
001-471635,no_publicado,
001-517165,no_publicado,
001-516916,no_publicado,
001-490161,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/789/apartamento-en-gestion-medellin-antioquia
001-516212,encontrado,https://www.activosporcolombia.com/es/inmueble/32123/calle-4-sur-38-121-int-0902-direccion-catastral
001-517166,no_publicado,
001-517174,no_publicado,
001-496730,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/588/casa-en-gestion-medellin-antioquia
001-516459,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/381/apartamento-en-gestion-medellin-antioquia
001-518550,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/407/apartamento-en-gestion-itagui-antioquia
001-518551,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/407/apartamento-en-gestion-itagui-antioquia
001-518552,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/407/apartamento-en-gestion-itagui-antioquia
001-518553,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/407/apartamento-en-gestion-itagui-antioquia
001-519319,encontrado,https://www.activosporcolombia.com/es/inmueble/5389/casa-recreo-en-gestion-medellin-antioquia
001-527855,encontrado,https://www.activosporcolombia.com/es/inmueble/490/avaluo-en-gestion-envigado-antioquia
001-533217,encontrado,https://www.activosporcolombia.com/es/inmueble/35972/apartamento-en-gestion-medellin-antioquia
001-533428,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/864/apartamento-en-gestion-medellin-antioquia
001-533419,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/864/apartamento-en-gestion-medellin-antioquia
001-536854,no_publicado,
001-539781,no_publicado,
001-533429,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/864/apartamento-en-gestion-medellin-antioquia
001-534833,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/870/apartamento-en-gestion-medellin-antioquia
001-591611,no_publicado,
001-550970,encontrado,https://www.activosporcolombia.com/es/inmueble/23845/casa-en-gestion-medellin-antioquia
001-591670,no_publicado,
001-55237,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/590/local-comercial-en-gestion-medellin-antioquia
001-649056,no_publicado,
001-620083,no_publicado,
001-55329,encontrado,https://www.activosporcolombia.com/es/inmueble/28486/casa-en-venta-medellin
001-608122,encontrado,https://www.activosporcolombia.com/es/inmueble/30171/casa-en-gestion-medellin-antioquia
001-602914,encontrado,https://www.activosporcolombia.com/es/inmueble/23843/casa-en-gestion-medellin-antioquia
001-649099,no_publicado,
001-637171,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/874/apartamento-en-venta-medellin
001-660853,no_publicado,
001-637210,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/874/apartamento-en-venta-medellin
001-669919,no_publicado,
001-669921,no_publicado,
001-669918,no_publicado,
001-668128,encontrado,https://www.activosporcolombia.com/es/inmueble/4748/casa-en-gestion-medellin-antioquia
001-669920,no_publicado,
001-669922,no_publicado,
001-650893,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/784/apartamento-en-gestion-medellin-antioquia
001-669585,encontrado,https://www.activosporcolombia.com/es/inmueble/28607/cl-6-sur-43-a-227-lc-1242
001-669923,no_publicado,
001-669924,no_publicado,
001-719033,no_publicado,
001-669925,no_publicado,
001-720225,no_publicado,
001-68342,no_publicado,
001-724221,no_publicado,
001-69632,encontrado,https://www.activosporcolombia.com/es/inmueble/14080/kr-53-38-44
001-753318,no_publicado,
001-708487,encontrado,https://www.activosporcolombia.com/es/inmueble/38070/lote-en-venta-antioquia-envigado
001-729530,encontrado,https://www.activosporcolombia.com/es/inmueble/19964/local-comercial-en-venta-sabaneta
001-762381,no_publicado,
001-712593,encontrado,https://www.activosporcolombia.com/es/inmueble/3456/casa-en-gestion-envigado-antioquia
001-770017,no_publicado,
001-772534,encontrado,https://www.activosporcolombia.com/es/inmueble/35731/apartamento-en-venta-medellin
001-758116,encontrado,https://www.activosporcolombia.com/es/inmueble/35434/apartamento-en-gestion-envigado-antioquia
001-768176,encontrado,https://www.activosporcolombia.com/es/inmueble/12053/cl-17-47-cs-103-ur-quintas-del-lago
001-777280,no_publicado,
001-777257,no_publicado,
001-777258,no_publicado,
001-777260,no_publicado,
001-780837,no_publicado,
001-800632,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/860/apartamento-en-gestion-envigado-antioquia
001-810576,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/357/apartamento-en-venta-medellin
001-810577,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/357/apartamento-en-venta-medellin
001-800776,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/860/apartamento-en-gestion-envigado-antioquia
001-800717,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/860/apartamento-en-gestion-envigado-antioquia
001-826815,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/859/apartamento-en-gestion-envigado-antioquia
001-828534,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/357/apartamento-en-venta-medellin
001-810725,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/357/apartamento-en-venta-medellin
001-828631,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/357/apartamento-en-venta-medellin
001-841355,no_publicado,
001-840574,encontrado,https://www.activosporcolombia.com/es/inmueble/29207/parqueadero-53-con-pino-viejo-cl-2s-20-75
001-841587,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/169/garaje-en-gestion-medellin-antioquia
001-840573,encontrado,https://www.activosporcolombia.com/es/inmueble/29199/parqueadero-52-con-pino-viejo-cl-2s-20-75
001-841588,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/169/garaje-en-gestion-medellin-antioquia
001-839124,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/859/apartamento-en-gestion-envigado-antioquia
001-848572,encontrado,https://www.activosporcolombia.com/es/inmueble/33012/carrera-58-79-101-ciudadela-parques-de-san-pablo
001-853796,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/875/apartamento-en-gestion-medellin-antioquia
001-841589,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/169/garaje-en-gestion-medellin-antioquia
001-853837,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/875/apartamento-en-gestion-medellin-antioquia
001-873663,no_publicado,
001-861435,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/358/apartamento-en-venta-medellin
001-861478,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/358/apartamento-en-venta-medellin
001-863729,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/69/unidad-inmobiliaria-medellin-antioquia
001-863755,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/69/unidad-inmobiliaria-medellin-antioquia
001-861455,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/358/apartamento-en-venta-medellin
001-861454,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/358/apartamento-en-venta-medellin
001-861479,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/358/apartamento-en-venta-medellin
001-878428,no_publicado,
001-882060,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/317/apartamento-en-venta-sabaneta
001-878984,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/139/apartamento-en-venta-envigado
001-877042,encontrado,https://www.activosporcolombia.com/es/inmueble/6516/edificio-en-venta-medellin
001-891920,encontrado,https://www.activosporcolombia.com/es/inmueble/5194/carrera-27-numero-20-sur-181-int-99015-direccion-catastral
001-878886,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/139/apartamento-en-venta-envigado
001-897781,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/493/apartamento-en-gestion-sabaneta-antioquia
001-897735,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/493/apartamento-en-gestion-sabaneta-antioquia
001-897882,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/493/apartamento-en-gestion-sabaneta-antioquia
001-916928,no_publicado,
001-906474,no_publicado,
001-925150,no_publicado,
001-903212,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/382/oficina-en-gestion-medellin-antioquia
001-903210,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/382/oficina-en-gestion-medellin-antioquia
001-903211,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/382/oficina-en-gestion-medellin-antioquia
001-917432,encontrado,https://www.activosporcolombia.com/es/inmueble/21696/kr-10-19-sur-120
001-940693,no_publicado,
001-941215,encontrado,https://www.activosporcolombia.com/es/inmueble/30001/casa-en-gestion-medellin-antioquia
001-9338,encontrado,https://www.activosporcolombia.com/es/inmueble/20375/casa-lote-en-gestion-envigado-antioquia
001-945385,no_publicado,
001-945476,no_publicado,
001-950033,no_publicado,
001-950166,no_publicado,
001-948611,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/873/garaje-en-gestion-medellin-antioquia
001-948530,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/873/garaje-en-gestion-medellin-antioquia
001-948531,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/873/garaje-en-gestion-medellin-antioquia
001-948610,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/873/garaje-en-gestion-medellin-antioquia
001-948532,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/873/garaje-en-gestion-medellin-antioquia
001-950133,encontrado,https://www.activosporcolombia.com/es/inmueble/29016/lc-119-ps-1-ed-complex-las-vegas-cr-48-25aa-s-70-en-el-que-funciona-establecimiento-de-comercio-sush
001-959377,no_publicado,
001-953099,encontrado,https://www.activosporcolombia.com/es/inmueble/17988/kr-78-a-33-a-16-in-1301-ed-torre-salamanca
001-959378,no_publicado,
001-959435,no_publicado,
001-959396,no_publicado,
001-975476,no_publicado,
001-978359,no_publicado,
001-978423,no_publicado,
001-965635,encontrado,https://www.activosporcolombia.com/es/inmueble/28981/kr-24-36-d-sur-141-cs-34-parcelacion-alamos-del-escobero-ph
001-977114,encontrado,https://www.activosporcolombia.com/es/inmueble/12689/kr-58-77-41-ap-1409-to-6-et-2-co-reserva-del-sur
004-21406,encontrado,https://www.activosporcolombia.com/es/inmueble/30375/calle-6-andes-n0-5-40
008-23666,encontrado,https://www.activosporcolombia.com/es/inmueble/8639/casa-en-venta-carepa
008-19347,encontrado,https://www.activosporcolombia.com/es/inmueble/18902/casa-en-venta-carepa
001-984012,encontrado,https://www.activosporcolombia.com/es/inmueble/24769/apartamento-en-gestion-envigado-antioquia
005-10259,encontrado,https://www.activosporcolombia.com/es/inmueble/14314/cl-49
004-263,encontrado,https://www.activosporcolombia.com/es/inmueble/14334/cs-cl-52-56-21-brr-san-pedro
008-35418,no_publicado,
008-29455,no_publicado,
008-26211,no_publicado,
008-35426,no_publicado,
008-33940,no_publicado,
008-42543,no_publicado,
008-24649,encontrado,https://www.activosporcolombia.com/es/inmueble/16498/casa-en-venta-carepa
008-26302,encontrado,https://www.activosporcolombia.com/es/inmueble/18887/casa-en-venta-carepa
008-43994,no_publicado,
008-39792,no_publicado,
008-43796,no_publicado,
008-24057,encontrado,https://www.activosporcolombia.com/es/inmueble/16517/casa-en-venta-carepa
008-41628,no_publicado,
008-46219,no_publicado,
008-49038,no_publicado,
008-49508,no_publicado,
008-49509,no_publicado,
008-52091,no_publicado,
008-52092,no_publicado,
008-52093,no_publicado,
008-52095,no_publicado,
008-52094,no_publicado,
008-52097,no_publicado,
008-52096,no_publicado,
008-52098,no_publicado,
008-52101,no_publicado,
008-52099,no_publicado,
008-52100,no_publicado,
008-52102,no_publicado,
008-52438,no_publicado,
008-53364,no_publicado,
008-52802,no_publicado,
008-53399,no_publicado,
008-53365,no_publicado,
008-53657,no_publicado,
008-55197,no_publicado,
008-56043,no_publicado,
008-56091,no_publicado,
008-59719,no_publicado,
008-59720,no_publicado,
008-59721,no_publicado,
008-63010,no_publicado,
008-59722,no_publicado,
008-63012,no_publicado,
008-63013,no_publicado,
008-59723,no_publicado,
008-70372,no_publicado,
008-63011,no_publicado,
008-72883,no_publicado,
008-70402,no_publicado,
008-8770,no_publicado,
008-8772,no_publicado,
008-72362,no_publicado,
008-8773,no_publicado,
012-28108,no_publicado,
012-58508,no_publicado,
008-8771,no_publicado,
015-55940,no_publicado,
012-39521,encontrado,https://www.activosporcolombia.com/es/inmueble/21512/apartamento-en-venta-copacabana
012-44486,encontrado,https://www.activosporcolombia.com/es/inmueble/21509/casa-en-gestion-copacabana-antioquia
017-12240,no_publicado,
012-771,encontrado,https://www.activosporcolombia.com/es/inmueble/29783/finca-en-gestion-copacabana-antioquia
015-55423,encontrado,https://www.activosporcolombia.com/es/inmueble/16183/carrera-20-nro-3-130-lote-el-man-centro-comercial-cauca-centro-modulo-a2-local-103-interior-103
015-64874,encontrado,https://www.activosporcolombia.com/es/inmueble/19397/finca-en-gestion-caucasia-antioquia
017-20284,no_publicado,
017-2046,no_publicado,
015-66122,encontrado,https://www.activosporcolombia.com/es/inmueble/13654/sc-hacienda-el-triangulo-lt-3-de-terreno
017-3426,no_publicado,
017-14019,encontrado,https://www.activosporcolombia.com/es/inmueble/9106/casa-en-venta-la-ceja
017-3437,no_publicado,
017-4254,no_publicado,
017-5803,no_publicado,
017-53562,no_publicado,
017-6661,no_publicado,
017-39411,encontrado,https://www.activosporcolombia.com/es/inmueble/9116/casa-en-venta-la-ceja
017-39414,encontrado,https://www.activosporcolombia.com/es/inmueble/31635/lote-en-venta-la-ceja
018-25219,no_publicado,
017-6662,no_publicado,
019-1888,no_publicado,
017-46698,encontrado,https://www.activosporcolombia.com/es/inmueble/9388/lote-en-gestion-la-ceja-antioquia
01N-307644,no_publicado,
01N-39532,no_publicado,
01N-490820,no_publicado,
01N-267151,encontrado,https://www.activosporcolombia.com/es/inmueble/23251/paraje-cuartas
01N-28652,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/318/edificio-en-venta-medellin
01N-312986,encontrado,https://www.activosporcolombia.com/es/inmueble/23230/paraje-cuartas
01N-353938,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/742/lote-en-venta-san-pedro-de-cartago
01N-465835,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/742/lote-en-venta-san-pedro-de-cartago
01N-475567,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/628/casa-en-gestion-medellin-antioquia
01N-5175835,no_publicado,
01N-5186771,no_publicado,
01N-5065593,encontrado,https://www.activosporcolombia.com/es/inmueble/23220/paraje-cuartas
01N-5188928,no_publicado,
01N-5081383,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/814/apartamento-en-gestion-medellin-antioquia
01N-5081434,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/814/apartamento-en-gestion-medellin-antioquia
01N-5141346,encontrado,https://www.activosporcolombia.com/es/inmueble/23646/casa-en-venta-medellin
01N-5186851,encontrado,https://www.activosporcolombia.com/es/inmueble/33021/torre-1-etapa-2a-ubicada-en-la-calle-52-n0-74-74-conjunto-residencial-estadio-de-la-plaza
01N-5304313,no_publicado,
01N-5350520,no_publicado,
01N-5188979,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/628/casa-en-gestion-medellin-antioquia
01n-90390,no_publicado,
01N-5387577,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/876/apartamento-en-gestion-medellin-antioquia
01n-90391,no_publicado,
01N-5387297,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/876/apartamento-en-gestion-medellin-antioquia
01N-7240,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/318/edificio-en-venta-medellin
020-12075,no_publicado,
020-195,no_publicado,
01N-91296,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/940/unidad-inmobiliaria-487252
020-16089,encontrado,https://www.activosporcolombia.com/es/inmueble/958/lt-la-mosca
020-34564,no_publicado,
020-50772,no_publicado,
020-27377,no_publicado,
020-51924,no_publicado,
020-21430,encontrado,https://www.activosporcolombia.com/es/inmueble/2076/casa-recreo-en-gestion-rionegro-antioquia
020-20456,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/686/lote-en-gestion-rionegro-antioquia
020-3132,encontrado,https://www.activosporcolombia.com/es/inmueble/30218/finca-en-gestion-rionegro-antioquia
020-65932,no_publicado,
020-73167,no_publicado,
020-8394,no_publicado,
020-67825,encontrado,https://www.activosporcolombia.com/es/inmueble/26455/lote-en-venta-rionegro
020-51105,encontrado,https://www.activosporcolombia.com/es/inmueble/21190/lote-en-gestion-guarne-antioquia
020-73166,encontrado,https://www.activosporcolombia.com/es/inmueble/32403/lt-1-paraje-la-convencion
020-78057,encontrado,https://www.activosporcolombia.com/es/inmueble/27233/lote-en-gestion-guarne-antioquia
023-12146,no_publicado,
020-8847,encontrado,https://www.activosporcolombia.com/es/inmueble/26381/casa-recreo-en-gestion-rionegro-antioquia
020-84673,encontrado,https://www.activosporcolombia.com/es/inmueble/18620/lt-4-en-via-vilachagua
023-16505,no_publicado,
023-15166,no_publicado,
023-14692,no_publicado,
023-16506,no_publicado,
027-25390,no_publicado,
029-18424,no_publicado,
027-3875,no_publicado,
034-10136,no_publicado,
029-35024,no_publicado,
024-11035,encontrado,https://www.activosporcolombia.com/es/inmueble/30190/casa-lote-en-gestion-santa-fe-de-antioquia-antioquia
034-10450,no_publicado,
028-15774,encontrado,https://www.activosporcolombia.com/es/inmueble/38113/parcela-en-venta-sonson-antioquia
034-13564,no_publicado,
034-1154,no_publicado,
024-14339,encontrado,https://www.activosporcolombia.com/es/inmueble/30186/casa-lote-en-gestion-santa-fe-de-antioquia-antioquia
034-33134,no_publicado,
034-52715,no_publicado,
034-67380,no_publicado,
034-67292,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/603/lote-en-gestion-turbo-antioquia
034-67294,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/603/lote-en-gestion-turbo-antioquia
